Parameter,t0,Pt,q0,Pq0,q1,Pq1,q2,Pq2
347,282520,0.1125,105945,0.0003742,3531504,0.001046,706300813,0.0000063
348,283333,0.1075,106250,0.0003691,3541667,0.001046,708333333,0.00000629
349,284146,0.116,106555,0.0003641,3551829,0.001046,710365854,0.00000628
350,284959,0.114,106860,0.0003592,3561992,0.001046,712398374,0.00000627
351,285772,0.107,107165,0.0003543,3572154,0.001045,714430894,0.00000626
352,286585,0.115,107470,0.0003496,3582317,0.001045,716463415,0.00000625
353,287398,0.1025,107774,0.0003449,3592480,0.001045,718495935,0.00000624
354,288211,0.1105,108079,0.0003403,3602642,0.001045,720528455,0.00000624
355,289024,0.105,108384,0.0003358,3612805,0.001045,722560976,0.00000623
356,289837,0.1025,108689,0.0003313,3622967,0.001044,724593496,0.00000622
357,290650,0.0985,108994,0.0003269,3633130,0.001044,726626016,0.00000621
358,291463,0.0925,109299,0.0003226,3643293,0.001044,728658537,0.0000062
359,292276,0.0885,109604,0.0003183,3653455,0.001044,730691057,0.00000619
360,293089,0.0955,109909,0.0003142,3663618,0.001044,732723577,0.00000618
361,293902,0.096,110213,0.00031,3673780,0.001043,734756098,0.00000617
362,294715,0.0855,110518,0.000306,3683943,0.001043,736788618,0.00000616
363,295528,0.097,110823,0.000302,3694106,0.001043,738821138,0.00000615
364,296341,0.0985,111128,0.0002981,3704268,0.001043,740853659,0.00000614
365,297154,0.0955,111433,0.0002942,3714431,0.001043,742886179,0.00000613
366,297967,0.076,111738,0.0002904,3724593,0.001042,744918699,0.00000612
367,298780,0.074,112043,0.0002866,3734756,0.001042,746951220,0.00000612
368,299593,0.0725,112348,0.0002829,3744919,0.001042,748983740,0.00000611
369,300407,0.0815,112652,0.0002793,3755081,0.001042,751016260,0.0000061
370,301220,0.0785,112957,0.0002757,3765244,0.001042,753048780,0.00000609
371,302033,0.074,113262,0.0002721,3775407,0.001042,755081301,0.00000608
372,302846,0.079,113567,0.0002687,3785569,0.001041,757113821,0.00000607
373,303659,0.083,113872,0.0002652,3795732,0.001041,759146341,0.00000606
374,304472,0.079,114177,0.0002619,3805894,0.001041,761178862,0.00000605
375,305285,0.0825,114482,0.0002585,3816057,0.001041,763211382,0.00000604
376,306098,0.071,114787,0.0002552,3826220,0.001041,765243902,0.00000604
377,306911,0.069,115091,0.000252,3836382,0.00104,767276423,0.00000603
378,307724,0.0695,115396,0.0002488,3846545,0.00104,769308943,0.00000602
379,308537,0.071,115701,0.0002457,3856707,0.00104,771341463,0.00000601
380,309350,0.0735,116006,0.0002426,3866870,0.00104,773373984,0.000006
381,310163,0.073,116311,0.0002395,3877033,0.00104,775406504,0.00000599
382,310976,0.073,116616,0.0002365,3887195,0.001039,777439024,0.00000598
383,311789,0.058,116921,0.0002335,3897358,0.001039,779471545,0.00000597
384,312602,0.072,117226,0.0002306,3907520,0.001039,781504065,0.00000596
385,313415,0.0715,117530,0.0002277,3917683,0.001039,783536585,0.00000596
386,314228,0.073,117835,0.0002249,3927846,0.001039,785569106,0.00000595
387,315041,0.073,118140,0.0002221,3938008,0.001038,787601626,0.00000594
388,315854,0.0625,118445,0.0002193,3948171,0.001038,789634146,0.00000593
389,316667,0.0645,118750,0.0002166,3958333,0.001038,791666667,0.00000592
390,317480,0.064,119055,0.0002139,3968496,0.001038,793699187,0.00000591
391,318293,0.068,119360,0.0002112,3978659,0.001038,795731707,0.0000059
392,319106,0.067,119665,0.0002086,3988821,0.001038,797764228,0.0000059
393,319919,0.062,119970,0.000206,3998984,0.001037,799796748,0.00000589
394,320732,0.0655,120274,0.0002035,4009146,0.001037,801829268,0.00000588
395,321545,0.0615,120579,0.0002009,4019309,0.001037,803861789,0.00000587
396,322358,0.04,120884,0.0001985,4029472,0.001037,805894309,0.00000586
397,323171,0.065,121189,0.000196,4039634,0.001037,807926829,0.00000585
398,323984,0.0495,121494,0.0001936,4049797,0.001036,809959350,0.00000584
399,324797,0.066,121799,0.0001912,4059959,0.001036,811991870,0.00000584
400,325610,0.0505,122104,0.0001889,4070122,0.001036,814024390,0.00000583
401,326423,0.058,122409,0.0001866,4080285,0.001036,816056911,0.00000582
402,327236,0.0515,122713,0.0001843,4090447,0.001036,818089431,0.00000581
403,328049,0.0545,123018,0.000182,4100610,0.001036,820121951,0.0000058
404,328862,0.053,123323,0.0001798,4110772,0.001035,822154472,0.00000579
405,329675,0.0535,123628,0.0001776,4120935,0.001035,824186992,0.00000579
406,330488,0.056,123933,0.0001754,4131098,0.001035,826219512,0.00000578
407,331301,0.0615,124238,0.0001733,4141260,0.001035,828252033,0.00000577
408,332114,0.048,124543,0.0001712,4151423,0.001035,830284553,0.00000576
409,332927,0.051,124848,0.0001691,4161585,0.001034,832317073,0.00000575
410,333740,0.054,125152,0.000167,4171748,0.001034,834349593,0.00000574
411,334553,0.046,125457,0.000165,4181911,0.001034,836382114,0.00000574
412,335366,0.033,125762,0.000163,4192073,0.001034,838414634,0.00000573
413,336179,0.0515,126067,0.000161,4202236,0.001034,840447154,0.00000572
414,336992,0.059,126372,0.0001591,4212398,0.001034,842479675,0.00000571
415,337805,0.0385,126677,0.0001571,4222561,0.001033,844512195,0.0000057
416,338618,0.0475,126982,0.0001552,4232724,0.001033,846544715,0.0000057
417,339431,0.052,127287,0.0001533,4242886,0.001033,848577236,0.00000569
418,340244,0.051,127591,0.0001515,4253049,0.001033,850609756,0.00000568
419,341057,0.052,127896,0.0001497,4263211,0.001033,852642276,0.00000567
420,341870,0.0435,128201,0.0001478,4273374,0.001032,854674797,0.00000566
421,342683,0.0515,128506,0.0001461,4283537,0.001032,856707317,0.00000565
422,343496,0.0435,128811,0.0001443,4293699,0.001032,858739837,0.00000565
423,344309,0.0425,129116,0.0001426,4303862,0.001032,860772358,0.00000564
424,345122,0.052,129421,0.0001408,4314024,0.001032,862804878,0.00000563
425,345935,0.0425,129726,0.0001391,4324187,0.001032,864837398,0.00000562
426,346748,0.044,130030,0.0001375,4334350,0.001031,866869919,0.00000561
427,347561,0.04,130335,0.0001358,4344512,0.001031,868902439,0.00000561
428,348374,0.0445,130640,0.0001342,4354675,0.001031,870934959,0.0000056
429,349187,0.05,130945,0.0001326,4364837,0.001031,872967480,0.00000559
430,350000,0.0375,131250,0.000131,4375000,0.001031,875000000,0.00000558
431,350813,0.039,131555,0.0001294,4385163,0.001031,877032520,0.00000558
432,351626,0.037,131860,0.0001279,4395325,0.00103,879065041,0.00000557
433,352439,0.04,132165,0.0001263,4405488,0.00103,881097561,0.00000556
434,353252,0.0465,132470,0.0001248,4415650,0.00103,883130081,0.00000555
435,354065,0.0365,132774,0.0001233,4425813,0.00103,885162602,0.00000554
436,354878,0.038,133079,0.0001218,4435976,0.00103,887195122,0.00000554
437,355691,0.03,133384,0.0001204,4446138,0.00103,889227642,0.00000553
438,356504,0.0385,133689,0.0001189,4456301,0.001029,891260163,0.00000552
439,357317,0.042,133994,0.0001175,4466463,0.001029,893292683,0.00000551
440,358130,0.039,134299,0.0001161,4476626,0.001029,895325203,0.00000551
441,358943,0.033,134604,0.0001147,4486789,0.001029,897357724,0.0000055
442,359756,0.045,134909,0.0001134,4496951,0.001029,899390244,0.00000549
443,360569,0.027,135213,0.000112,4507114,0.001028,901422764,0.00000548
444,361382,0.031,135518,0.0001107,4517276,0.001028,903455285,0.00000548
445,362195,0.032,135823,0.0001093,4527439,0.001028,905487805,0.00000547
446,363008,0.0375,136128,0.000108,4537602,0.001028,907520325,0.00000546
447,363821,0.0395,136433,0.0001068,4547764,0.001028,909552846,0.00000545
448,364634,0.0325,136738,0.0001055,4557927,0.001028,911585366,0.00000544
449,365447,0.0335,137043,0.0001042,4568089,0.001027,913617886,0.00000544
450,366260,0.0305,137348,0.000103,4578252,0.001027,915650407,0.00000543
451,367073,0.0255,137652,0.0001018,4588415,0.001027,917682927,0.00000542
452,367886,0.033,137957,0.0001006,4598577,0.001027,919715447,0.00000541
453,368699,0.028,138262,0.00009936,4608740,0.001027,921747967,0.00000541
454,369512,0.03,138567,0.00009818,4618902,0.001027,923780488,0.0000054
455,370325,0.0285,138872,0.00009701,4629065,0.001026,925813008,0.00000539
456,371138,0.027,139177,0.00009586,4639228,0.001026,927845528,0.00000539
457,371951,0.033,139482,0.00009472,4649390,0.001026,929878049,0.00000538
458,372764,0.0315,139787,0.0000936,4659553,0.001026,931910569,0.00000537
459,373577,0.034,140091,0.00009249,4669715,0.001026,933943089,0.00000536
460,374390,0.034,140396,0.00009139,4679878,0.001026,935975610,0.00000536
461,375203,0.03,140701,0.00009031,4690041,0.001026,938008130,0.00000535
462,376016,0.0255,141006,0.00008924,4700203,0.001025,940040650,0.00000534
463,376829,0.027,141311,0.00008818,4710366,0.001025,942073171,0.00000533
464,377642,0.028,141616,0.00008713,4720528,0.001025,944105691,0.00000533
465,378455,0.0305,141921,0.0000861,4730691,0.001025,946138211,0.00000532
466,379268,0.0245,142226,0.00008508,4740854,0.001025,948170732,0.00000531
467,380081,0.0245,142530,0.00008407,4751016,0.001025,950203252,0.0000053
468,380894,0.03,142835,0.00008308,4761179,0.001024,952235772,0.0000053
469,381707,0.0265,143140,0.00008209,4771341,0.001024,954268293,0.00000529
470,382520,0.023,143445,0.00008112,4781504,0.001024,956300813,0.00000528
471,383333,0.0265,143750,0.00008016,4791667,0.001024,958333333,0.00000528
472,384146,0.0185,144055,0.00007921,4801829,0.001024,960365854,0.00000527
473,384959,0.0245,144360,0.00007828,4811992,0.001024,962398374,0.00000526
474,385772,0.0205,144665,0.00007735,4822154,0.001023,964430894,0.00000525
475,386585,0.028,144970,0.00007643,4832317,0.001023,966463415,0.00000525
476,387398,0.025,145274,0.00007553,4842480,0.001023,968495935,0.00000524
477,388211,0.023,145579,0.00007464,4852642,0.001023,970528455,0.00000523
478,389024,0.0285,145884,0.00007375,4862805,0.001023,972560976,0.00000523
479,389837,0.0205,146189,0.00007288,4872967,0.001023,974593496,0.00000522
480,390650,0.025,146494,0.00007202,4883130,0.001023,976626016,0.00000521
481,391463,0.0315,146799,0.00007117,4893293,0.001022,978658537,0.00000521
482,392276,0.026,147104,0.00007032,4903455,0.001022,980691057,0.0000052
483,393089,0.0235,147409,0.00006949,4913618,0.001022,982723577,0.00000519
484,393902,0.0265,147713,0.00006867,4923780,0.001022,984756098,0.00000518
485,394715,0.022,148018,0.00006786,4933943,0.001022,986788618,0.00000518
486,395528,0.022,148323,0.00006705,4944106,0.001022,988821138,0.00000517
487,396341,0.0255,148628,0.00006626,4954268,0.001021,990853659,0.00000516
488,397154,0.0155,148933,0.00006548,4964431,0.001021,992886179,0.00000516
489,397967,0.0195,149238,0.0000647,4974593,0.001021,994918699,0.00000515
490,398780,0.0255,149543,0.00006394,4984756,0.001021,996951220,0.00000514
491,399593,0.0195,149848,0.00006318,4994919,0.001021,998983740,0.00000514
492,400407,0.017,150152,0.00006243,5005081,0.001021,1.00E+09,0.00000513
493,401220,0.0215,150457,0.00006169,5015244,0.001021,1.00E+09,0.00000512
494,402033,0.018,150762,0.00006096,5025407,0.00102,1.00E+09,0.00000512
495,402846,0.019,151067,0.00006024,5035569,0.00102,1.00E+09,0.00000511
496,403659,0.0245,151372,0.00005952,5045732,0.00102,1.00E+09,0.0000051
497,404472,0.0165,151677,0.00005882,5055894,0.00102,1.00E+09,0.0000051
498,405285,0.024,151982,0.00005812,5066057,0.00102,1.00E+09,0.00000509
499,406098,0.0185,152287,0.00005743,5076220,0.00102,1.00E+09,0.00000508
500,406911,0.021,152591,0.00005675,5086382,0.001019,1.00E+09,0.00000508
501,407724,0.0215,152896,0.00005608,5096545,0.001019,1.00E+09,0.00000507
502,408537,0.018,153201,0.00005541,5106707,0.001019,1.00E+09,0.00000506
503,409350,0.0175,153506,0.00005475,5116870,0.001019,1.00E+09,0.00000506
504,410163,0.0145,153811,0.0000541,5127033,0.001019,1.00E+09,0.00000505
505,410976,0.0225,154116,0.00005346,5137195,0.001019,1.00E+09,0.00000504
506,411789,0.016,154421,0.00005283,5147358,0.001019,1.00E+09,0.00000504
507,412602,0.025,154726,0.0000522,5157520,0.001018,1.00E+09,0.00000503
508,413415,0.017,155030,0.00005158,5167683,0.001018,1.00E+09,0.00000502
509,414228,0.021,155335,0.00005097,5177846,0.001018,1.00E+09,0.00000502
510,415041,0.0175,155640,0.00005036,5188008,0.001018,1.00E+09,0.00000501
511,415854,0.0155,155945,0.00004976,5198171,0.001018,1.00E+09,0.000005
512,416667,0.0145,156250,0.00004917,5208333,0.001018,1.00E+09,0.000005
513,417480,0.0185,156555,0.00004858,5218496,0.001018,1.00E+09,0.00000499
514,418293,0.0145,156860,0.000048,5228659,0.001017,1.00E+09,0.00000498
515,419106,0.0185,157165,0.00004743,5238821,0.001017,1.00E+09,0.00000498
516,419919,0.0165,157470,0.00004687,5248984,0.001017,1.00E+09,0.00000497
517,420732,0.019,157774,0.00004631,5259146,0.001017,1.00E+09,0.00000496
518,421545,0.0175,158079,0.00004575,5269309,0.001017,1.00E+09,0.00000496
519,422358,0.0215,158384,0.00004521,5279472,0.001017,1.00E+09,0.00000495
520,423171,0.0155,158689,0.00004467,5289634,0.001017,1.00E+09,0.00000495
521,423984,0.017,158994,0.00004414,5299797,0.001016,1.00E+09,0.00000494
522,424797,0.0145,159299,0.00004361,5309959,0.001016,1.00E+09,0.00000493
523,425610,0.015,159604,0.00004309,5320122,0.001016,1.00E+09,0.00000493
524,426423,0.0135,159909,0.00004257,5330285,0.001016,1.00E+09,0.00000492
525,427236,0.0125,160213,0.00004206,5340447,0.001016,1.00E+09,0.00000491
526,428049,0.0155,160518,0.00004156,5350610,0.001016,1.00E+09,0.00000491
527,428862,0.0135,160823,0.00004106,5360772,0.001016,1.00E+09,0.0000049
528,429675,0.0145,161128,0.00004057,5370935,0.001016,1.00E+09,0.00000489
529,430488,0.019,161433,0.00004008,5381098,0.001015,1.00E+09,0.00000489
530,431301,0.0125,161738,0.0000396,5391260,0.001015,1.00E+09,0.00000488
531,432114,0.0195,162043,0.00003913,5401423,0.001015,1.00E+09,0.00000488
532,432927,0.0085,162348,0.00003866,5411585,0.001015,1.00E+09,0.00000487
533,433740,0.012,162652,0.00003819,5421748,0.001015,1.00E+09,0.00000486
534,434553,0.017,162957,0.00003774,5431911,0.001015,1.00E+09,0.00000486
535,435366,0.0125,163262,0.00003728,5442073,0.001015,1.00E+09,0.00000485
536,436179,0.0165,163567,0.00003683,5452236,0.001014,1.00E+09,0.00000485
537,436992,0.018,163872,0.00003639,5462398,0.001014,1.00E+09,0.00000484
538,437805,0.016,164177,0.00003595,5472561,0.001014,1.00E+09,0.00000483
539,438618,0.006,164482,0.00003552,5482724,0.001014,1.00E+09,0.00000483
540,439431,0.01,164787,0.00003509,5492886,0.001014,1.00E+09,0.00000482
541,440244,0.016,165091,0.00003467,5503049,0.001014,1.00E+09,0.00000481
542,441057,0.0095,165396,0.00003425,5513211,0.001014,1.00E+09,0.00000481
543,441870,0.013,165701,0.00003384,5523374,0.001013,1.00E+09,0.0000048
544,442683,0.014,166006,0.00003343,5533537,0.001013,1.00E+09,0.0000048
545,443496,0.017,166311,0.00003303,5543699,0.001013,1.00E+09,0.00000479
546,444309,0.0095,166616,0.00003263,5553862,0.001013,1.00E+09,0.00000478
547,445122,0.016,166921,0.00003224,5564024,0.001013,1.00E+09,0.00000478
548,445935,0.01,167226,0.00003185,5574187,0.001013,1.00E+09,0.00000477
549,446748,0.0095,167530,0.00003146,5584350,0.001013,1.00E+09,0.00000477
550,447561,0.011,167835,0.00003108,5594512,0.001013,1.00E+09,0.00000476
551,448374,0.0135,168140,0.00003071,5604675,0.001012,1.00E+09,0.00000475
552,449187,0.0115,168445,0.00003033,5614837,0.001012,1.00E+09,0.00000475
553,450000,0.015,168750,0.00002997,5625000,0.001012,1.00E+09,0.00000474
554,450813,0.011,169055,0.0000296,5635163,0.001012,1.00E+09,0.00000474
555,451626,0.014,169360,0.00002925,5645325,0.001012,1.00E+09,0.00000473
556,452439,0.0095,169665,0.00002889,5655488,0.001012,1.00E+09,0.00000473
557,453252,0.0135,169970,0.00002854,5665650,0.001012,1.00E+09,0.00000472
558,454065,0.009,170274,0.0000282,5675813,0.001012,1.00E+09,0.00000471
559,454878,0.011,170579,0.00002785,5685976,0.001011,1.00E+09,0.00000471
560,455691,0.0155,170884,0.00002752,5696138,0.001011,1.00E+09,0.0000047
561,456504,0.0095,171189,0.00002718,5706301,0.001011,1.00E+09,0.0000047
562,457317,0.011,171494,0.00002685,5716463,0.001011,1.00E+09,0.00000469
563,458130,0.0115,171799,0.00002653,5726626,0.001011,1.00E+09,0.00000468
564,458943,0.012,172104,0.0000262,5736789,0.001011,1.00E+09,0.00000468
565,459756,0.01,172409,0.00002589,5746951,0.001011,1.00E+09,0.00000467
566,460569,0.015,172713,0.00002557,5757114,0.001011,1.00E+09,0.00000467
567,461382,0.0105,173018,0.00002526,5767276,0.00101,1.00E+09,0.00000466
568,462195,0.0085,173323,0.00002495,5777439,0.00101,1.00E+09,0.00000466
569,463008,0.0115,173628,0.00002465,5787602,0.00101,1.00E+09,0.00000465
570,463821,0.0105,173933,0.00002435,5797764,0.00101,1.00E+09,0.00000464
571,464634,0.008,174238,0.00002406,5807927,0.00101,1.00E+09,0.00000464
572,465447,0.012,174543,0.00002376,5818089,0.00101,1.00E+09,0.00000463
573,466260,0.012,174848,0.00002347,5828252,0.00101,1.00E+09,0.00000463
574,467073,0.014,175152,0.00002319,5838415,0.00101,1.00E+09,0.00000462
575,467886,0.014,175457,0.00002291,5848577,0.001009,1.00E+09,0.00000462
576,468699,0.009,175762,0.00002263,5858740,0.001009,1.00E+09,0.00000461
577,469512,0.011,176067,0.00002235,5868902,0.001009,1.00E+09,0.0000046
578,470325,0.0075,176372,0.00002208,5879065,0.001009,1.00E+09,0.0000046
579,471138,0.0085,176677,0.00002181,5889228,0.001009,1.00E+09,0.00000459
580,471951,0.0105,176982,0.00002155,5899390,0.001009,1.00E+09,0.00000459
581,472764,0.01,177287,0.00002128,5909553,0.001009,1.00E+09,0.00000458
582,473577,0.0095,177591,0.00002102,5919715,0.001009,1.00E+09,0.00000458
583,474390,0.013,177896,0.00002077,5929878,0.001008,1.00E+09,0.00000457
584,475203,0.006,178201,0.00002051,5940041,0.001008,1.00E+09,0.00000457
585,476016,0.0085,178506,0.00002026,5950203,0.001008,1.00E+09,0.00000456
586,476829,0.01,178811,0.00002002,5960366,0.001008,1.00E+09,0.00000455
587,477642,0.0065,179116,0.00001977,5970528,0.001008,1.00E+09,0.00000455
588,478455,0.0095,179421,0.00001953,5980691,0.001008,1.00E+09,0.00000454
589,479268,0.01,179726,0.00001929,5990854,0.001008,1.00E+09,0.00000454
590,480081,0.007,180030,0.00001906,6001016,0.001008,1.00E+09,0.00000453
591,480894,0.0075,180335,0.00001883,6011179,0.001007,1.00E+09,0.00000453
592,481707,0.0075,180640,0.0000186,6021341,0.001007,1.00E+09,0.00000452
593,482520,0.0105,180945,0.00001837,6031504,0.001007,1.00E+09,0.00000452
594,483333,0.008,181250,0.00001815,6041667,0.001007,1.00E+09,0.00000451
595,484146,0.0075,181555,0.00001793,6051829,0.001007,1.00E+09,0.00000451
596,484959,0.0085,181860,0.00001771,6061992,0.001007,1.00E+09,0.0000045
597,485772,0.0095,182165,0.00001749,6072154,0.001007,1.00E+09,0.0000045
598,486585,0.012,182470,0.00001728,6082317,0.001007,1.00E+09,0.00000449
599,487398,0.0135,182774,0.00001707,6092480,0.001007,1.00E+09,0.00000448
600,488211,0.0105,183079,0.00001686,6102642,0.001006,1.00E+09,0.00000448
601,489024,0.0085,183384,0.00001666,6112805,0.001006,1.00E+09,0.00000447
602,489837,0.009,183689,0.00001645,6122967,0.001006,1.00E+09,0.00000447
603,490650,0.004,183994,0.00001625,6133130,0.001006,1.00E+09,0.00000446
604,491463,0.0065,184299,0.00001606,6143293,0.001006,1.00E+09,0.00000446
605,492276,0.01,184604,0.00001586,6153455,0.001006,1.00E+09,0.00000445
606,493089,0.004,184909,0.00001567,6163618,0.001006,1.00E+09,0.00000445
607,493902,0.007,185213,0.00001548,6173780,0.001006,1.00E+09,0.00000444
608,494715,0.005,185518,0.00001529,6183943,0.001006,1.00E+09,0.00000444
609,495528,0.006,185823,0.0000151,6194106,0.001005,1.00E+09,0.00000443
610,496341,0.0075,186128,0.00001492,6204268,0.001005,1.00E+09,0.00000443
611,497154,0.007,186433,0.00001474,6214431,0.001005,1.00E+09,0.00000442
612,497967,0.006,186738,0.00001456,6224593,0.001005,1.00E+09,0.00000442
613,498780,0.007,187043,0.00001438,6234756,0.001005,1.00E+09,0.00000441
614,499593,0.008,187348,0.00001421,6244919,0.001005,1.00E+09,0.00000441
615,500407,0.0075,187652,0.00001404,6255081,0.001005,1.00E+09,0.0000044
616,501220,0.007,187957,0.00001387,6265244,0.001005,1.00E+09,0.0000044
617,502033,0.007,188262,0.0000137,6275407,0.001005,1.00E+09,0.00000439
618,502846,0.0095,188567,0.00001353,6285569,0.001004,1.00E+09,0.00000439
619,503659,0.008,188872,0.00001337,6295732,0.001004,1.00E+09,0.00000438
620,504472,0.0075,189177,0.00001321,6305894,0.001004,1.00E+09,0.00000438
621,505285,0.0075,189482,0.00001305,6316057,0.001004,1.00E+09,0.00000437
622,506098,0.0065,189787,0.00001289,6326220,0.001004,1.00E+09,0.00000437
623,506911,0.0075,190091,0.00001273,6336382,0.001004,1.00E+09,0.00000436
624,507724,0.009,190396,0.00001258,6346545,0.001004,1.00E+09,0.00000435
625,508537,0.009,190701,0.00001243,6356707,0.001004,1.00E+09,0.00000435
626,509350,0.005,191006,0.00001228,6366870,0.001004,1.00E+09,0.00000434
627,510163,0.0055,191311,0.00001213,6377033,0.001003,1.00E+09,0.00000434
628,510976,0.0055,191616,0.00001198,6387195,0.001003,1.00E+09,0.00000433
629,511789,0.0075,191921,0.00001184,6397358,0.001003,1.00E+09,0.00000433
630,512602,0.0045,192226,0.00001169,6407520,0.001003,1.00E+09,0.00000432
631,513415,0.0075,192530,0.00001155,6417683,0.001003,1.00E+09,0.00000432
632,514228,0.006,192835,0.00001141,6427846,0.001003,1.00E+09,0.00000432
633,515041,0.002,193140,0.00001128,6438008,0.001003,1.00E+09,0.00000431
634,515854,0.0025,193445,0.00001114,6448171,0.001003,1.00E+09,0.00000431
635,516667,0.004,193750,0.00001101,6458333,0.001003,1.00E+09,0.0000043
636,517480,0.0085,194055,0.00001087,6468496,0.001002,1.00E+09,0.0000043
637,518293,0.0095,194360,0.00001074,6478659,0.001002,1.00E+09,0.00000429
638,519106,0.007,194665,0.00001061,6488821,0.001002,1.00E+09,0.00000429
639,519919,0.0055,194970,0.00001049,6498984,0.001002,1.00E+09,0.00000428
640,520732,0.005,195274,0.00001036,6509146,0.001002,1.00E+09,0.00000428
641,521545,0.0045,195579,0.00001024,6519309,0.001002,1.00E+09,0.00000427
642,522358,0.006,195884,0.00001011,6529472,0.001002,1.00E+09,0.00000427
643,523171,0.008,196189,0.00000999,6539634,0.001002,1.00E+09,0.00000426
644,523984,0.007,196494,0.00000987,6549797,0.001002,1.00E+09,0.00000426
645,524797,0.005,196799,0.00000976,6559959,0.001002,1.00E+09,0.00000425
646,525610,0.008,197104,0.00000964,6570122,0.001001,1.00E+09,0.00000425
647,526423,0.0035,197409,0.00000952,6580285,0.001001,1.00E+09,0.00000424
648,527236,0.009,197713,0.00000941,6590447,0.001001,1.00E+09,0.00000424
649,528049,0.0065,198018,0.0000093,6600610,0.001001,1.00E+09,0.00000423
650,528862,0.0045,198323,0.00000919,6610772,0.001001,1.00E+09,0.00000423
651,529675,0.0035,198628,0.00000908,6620935,0.001001,1.00E+09,0.00000422
652,530488,0.0035,198933,0.00000897,6631098,0.001001,1.00E+09,0.00000422
653,531301,0.0065,199238,0.00000886,6641260,0.001001,1.00E+09,0.00000421
654,532114,0.01,199543,0.00000876,6651423,0.001001,1.00E+09,0.00000421
655,532927,0.0045,199848,0.00000865,6661585,0.001001,1.00E+09,0.0000042
656,533740,0.0065,200152,0.00000855,6671748,0.001,1.00E+09,0.0000042
657,534553,0.005,200457,0.00000845,6681911,0.001,1.00E+09,0.00000419
658,535366,0.0065,200762,0.00000835,6692073,0.001,1.00E+09,0.00000419
659,536179,0.006,201067,0.00000825,6702236,0.001,1.00E+09,0.00000418
660,536992,0.007,201372,0.00000815,6712398,0.001,1.00E+09,0.00000418
661,537805,0.005,201677,0.00000805,6722561,0.0009999,1.00E+09,0.00000418
662,538618,0.007,201982,0.00000796,6732724,0.0009998,1.00E+09,0.00000417
663,539431,0.0055,202287,0.00000786,6742886,0.0009997,1.00E+09,0.00000417
664,540244,0.0035,202591,0.00000777,6753049,0.0009996,1.00E+09,0.00000416
665,541057,0.0035,202896,0.00000768,6763211,0.0009995,1.00E+09,0.00000416
666,541870,0.007,203201,0.00000759,6773374,0.0009994,1.00E+09,0.00000415
667,542683,0.006,203506,0.0000075,6783537,0.0009993,1.00E+09,0.00000415
668,543496,0.002,203811,0.00000741,6793699,0.0009992,1.00E+09,0.00000414
669,544309,0.0075,204116,0.00000732,6803862,0.0009991,1.00E+09,0.00000414
670,545122,0.0055,204421,0.00000724,6814024,0.000999,1.00E+09,0.00000413
671,545935,0.004,204726,0.00000715,6824187,0.0009989,1.00E+09,0.00000413
672,546748,0.003,205030,0.00000707,6834350,0.0009988,1.00E+09,0.00000412
673,547561,0.008,205335,0.00000698,6844512,0.0009988,1.00E+09,0.00000412
674,548374,0.006,205640,0.0000069,6854675,0.0009987,1.00E+09,0.00000412
